year,iso,r_gdp,emp,hours,t_hours,pop,h_exp,DHI
1966,MOZ,5.2165813,2.3266144,,,8.4863806,,
1967,MOZ,5.5741439,2.3719335,,,8.6809092,,
1968,MOZ,6.1998782,2.4191236,,,8.883626,,
1969,MOZ,6.9373512,2.4676909,,,9.0927973,,
1970,MOZ,7.3076835,2.5165234,,,9.3043747,,
1971,MOZ,7.805717,2.6286256,,,9.5390587,,
1972,MOZ,8.0579262,2.7474372,,,9.8095961,,
1973,MOZ,8.5144567,2.8732917,,,10.087915,,
1974,MOZ,7.8695674,3.0065427,,,10.370281,,
1975,MOZ,6.5989437,3.1475666,,,10.432604,,
1976,MOZ,6.2828841,3.2967632,,,10.769649,,
1977,MOZ,6.3339643,3.4545565,,,11.127868,,
1978,MOZ,6.3818521,3.6213968,,,11.466483,,
1979,MOZ,6.4744353,3.7977612,,,11.828029,,
1980,MOZ,6.6564093,3.9841561,,,12.102619,,
1981,MOZ,6.7777247,4.0782423,,,12.363234,,
1982,MOZ,6.5925584,4.1752152,,,12.587333,,
1983,MOZ,6.1200652,4.2751856,,,12.772841,,
1984,MOZ,5.9540544,4.3782701,,,12.922824,,
1985,MOZ,5.4177103,4.4845929,,,13.0626,,
1986,MOZ,5.4975233,4.5942836,,,13.143017,,
1987,MOZ,5.6954598,4.707479,,,12.894849,,
1988,MOZ,6.0210972,4.8243251,,,12.523013,,
1989,MOZ,6.2637286,4.9449744,,,12.482096,,
1990,MOZ,6.3563118,5.0695891,,,12.666573,,
1991,MOZ,6.7727776,5.1987267,,,12.856794,,
1992,MOZ,6.3595028,5.4308195,,,13.005633,,
1993,MOZ,7.0329103,5.6815467,,,13.398381,,
1994,MOZ,7.4925814,5.9479756,,,14.312763,,
1995,MOZ,7.6614642,6.2023039,,,15.118361,,
1996,MOZ,8.5199308,6.3886757,,,15.519745,,
1997,MOZ,9.4826832,6.56743,,,15.860953,,
1998,MOZ,10.424029,6.6470952,,,16.200157,,
1999,MOZ,11.643849,6.7287889,,,16.522202,,
2000,MOZ,11.782295,6.7588749,,,16.840857,7.086916,
2001,MOZ,13.206774,6.8960233,,,17.175657,8.6128416,
2002,MOZ,14.433683,6.9329891,,,17.525043,10.017898,
2003,MOZ,15.43336,7.0320458,,,17.8885,11.071198,
2004,MOZ,16.657227,7.1494756,,,18.263584,14.074698,
2005,MOZ,17.762932,7.3529611,1525.9033,11219.908,18.652456,18.237106,
2006,MOZ,19.486292,7.5804377,1523.8257,11551.266,19.058651,17.79966,
2007,MOZ,20.992973,7.8881202,1521.6517,12002.972,19.47958,18.953613,
2008,MOZ,22.523149,8.2920179,1518.9443,12595.113,19.928356,23.892164,
2009,MOZ,23.945261,8.4514103,1513.9543,12795.05,20.418493,27.0814,
2010,MOZ,25.498831,8.6395502,1510.1326,13046.866,20.95031,25.666542,
2011,MOZ,27.386765,8.8448086,1505.6785,13317.438,21.534735,29.747843,
2012,MOZ,29.374495,9.0786638,1500.9333,13626.471,22.149887,34.502716,
2013,MOZ,31.420135,9.2820063,1495.8427,13884.42,22.768381,40.678478,
2014,MOZ,33.744911,9.5659037,1490.9832,14262.602,23.393389,42.677883,
2015,MOZ,36.01358,9.8042488,1485.58,14564.997,24.022703,39.618717,
2016,MOZ,37.390739,10.145486,1485.0814,15066.872,24.660448,30.764366,
2017,MOZ,38.789528,10.324723,1484.8195,15330.35,25.317814,35.801907,
2018,MOZ,40.125439,10.647119,1484.4662,15805.287,25.998055,40.726505,
2019,MOZ,41.041904,11.000529,1484.1251,16326.161,26.69396,39.460941,
2020,MOZ,40.836697,11.079361,1442.2468,15979.173,27.401134,,
2021,MOZ,41.77594,11.593534,1472.4341,17070.715,28.120628,,
2000,MRT,,,,,,22.856243,
2001,MRT,,,,,,23.078022,
2002,MRT,,,,,,25.601341,
2003,MRT,,,,,,28.949566,
2004,MRT,,,,,,30.717138,
2005,MRT,,,,,,33.048168,
2006,MRT,,,,,,34.0396,
2007,MRT,,,,,,39.036858,
2008,MRT,,,,,,47.596809,
2009,MRT,,,,,,43.213284,
2010,MRT,,,,,,42.466923,
2011,MRT,,,,,,46.502396,
2012,MRT,,,,,,48.088631,
2013,MRT,,,,,,54.265461,
2014,MRT,,,,,,58.047916,
2015,MRT,,,,,,55.989086,
2016,MRT,,,,,,47.588577,
2017,MRT,,,,,,52.665401,
2018,MRT,,,,,,57.296947,
2019,MRT,,,,,,57.884846,
1950,MUS,1.4078107,0.11520035,,,0.48126999,,
1951,MUS,1.4880559,0.1186031,,,0.498593,,
1952,MUS,1.5345136,0.12210546,,,0.51655602,,
1953,MUS,1.5936416,0.12591548,,,0.536057,,
1954,MUS,1.6837416,0.12929831,,,0.55397701,,
1955,MUS,1.7372384,0.13257481,,,0.57166898,,
1956,MUS,1.8034055,0.13635221,,,0.59176397,,
1957,MUS,1.8723882,0.13960196,,,0.60981601,,
1958,MUS,1.9244772,0.14275055,,,0.62765998,,
1959,MUS,2.0356944,0.14580274,,,0.64531302,,
1960,MUS,2.163805,0.14886129,,,0.66322899,,
1961,MUS,2.6565387,0.15324225,,,0.68128401,,
1962,MUS,2.6762481,0.15801862,,,0.70101601,,
1963,MUS,3.0493178,0.1615472,,,0.71513999,,
1964,MUS,2.8395541,0.1666555,,,0.73618197,,
1965,MUS,2.9310617,0.17139933,,,0.75552797,,
1966,MUS,2.8268838,0.17599948,,,0.77416003,,
1967,MUS,2.9493635,0.1798241,,,0.78930902,,
1968,MUS,2.7466385,0.18359917,,,0.80417699,,
1969,MUS,2.8817885,0.18669809,,,0.81602699,,
1970,MUS,2.8705261,0.19018307,,,0.82951099,,
1971,MUS,3.011307,0.20821546,,,0.841079,,
1972,MUS,3.309763,0.22023329,,,0.85133398,,
1973,MUS,3.7236593,0.22484772,,,0.86123902,,
1974,MUS,4.1248851,0.22855785,,,0.87329203,,
1975,MUS,4.1291089,0.2323292,,,0.88546097,,
1976,MUS,4.8006344,0.24023584,,,0.897811,,
1977,MUS,5.1145763,0.24841155,,,0.91302502,,
1978,MUS,5.3102617,0.2568655,,,0.92936701,,
1979,MUS,5.4975009,0.26560715,,,0.94664001,,
1980,MUS,4.944231,0.27464631,,,0.96370101,,
1981,MUS,5.2342401,0.2805846,,,0.97904998,,
1982,MUS,5.5228415,0.2865229,,,0.99203998,,
1983,MUS,5.5439587,0.29171893,,,1.002175,,
1984,MUS,5.8044033,0.28472632,,,1.012042,,
1985,MUS,6.2098527,0.29305479,,,1.0205441,,
1986,MUS,6.8349209,0.31733254,,,1.0282331,,
1987,MUS,7.5289717,0.32800189,,,1.036272,,
1988,MUS,8.0414143,0.35884053,,,1.044942,,
1989,MUS,8.3947754,0.37357995,,,1.053403,,
1990,MUS,8.9902792,0.40373701,,,1.0615979,,
1991,MUS,9.388998,0.41030851,,,1.071723,,
1992,MUS,10.000504,0.416471,,,1.0848089,,
1993,MUS,10.508729,0.42250854,,,1.098641,,
1994,MUS,10.94337,0.4277159,,,1.111297,,
1995,MUS,11.412621,0.45703706,,,1.1231149,,
1996,MUS,12.050359,0.45528927,,,1.135344,,
1997,MUS,12.735662,0.45658532,,,1.14835,,
1998,MUS,13.508972,0.46173686,,,1.160659,,
1999,MUS,13.861691,0.46389052,,,1.173129,,
2000,MUS,14.997241,0.464872,,,1.185932,118.97707,
2001,MUS,15.479253,0.46898171,,,1.197863,119.46854,
2002,MUS,15.7311,0.47198278,,,1.209525,135.94144,
2003,MUS,16.672449,0.47621223,,,1.220847,162.00185,
2004,MUS,17.389198,0.48047516,,,1.231764,189.9288,
2005,MUS,17.641863,0.48648274,2039.4612,992.16266,1.242334,197.67505,
2006,MUS,18.438217,0.49618867,2041.3229,1012.8812,1.2527159,209.14854,
2007,MUS,19.494173,0.48267788,2024.0016,976.9408,1.2629679,235.85057,
2008,MUS,20.544325,0.49878329,2022.9039,1008.9907,1.273047,321.81631,
2009,MUS,21.225368,0.50669718,2008.5845,1017.7441,1.282943,310.15561,
2010,MUS,22.154404,0.52002317,1979.538,1029.4056,1.292654,367.12079,
2011,MUS,23.057638,0.52115399,2049.3083,1068.0052,1.302205,396.61215,
2012,MUS,23.863733,0.5280174,1940.6923,1024.7194,1.311596,398.12189,
2013,MUS,24.665554,0.54392314,1895.7728,1031.1547,1.320807,452.45566,
2014,MUS,25.589279,0.55037349,1862.8636,1025.2708,1.32982,559.44458,
2015,MUS,26.498466,0.55733675,1864.7167,1039.275,1.338605,529.16138,
2016,MUS,27.515478,0.55779773,1889.2559,1053.8226,1.347142,553.21362,
2017,MUS,28.564919,0.56408036,1916.0853,1080.8262,1.355418,609.16852,
2018,MUS,29.638958,0.58389115,1825.8073,1066.0726,1.363446,656.6225,
2019,MUS,30.532574,0.59228045,1913.58,1133.376,1.371242,685.94562,
2020,MUS,25.708427,0.59144688,1834.8639,1085.2245,1.378798,,
2021,MUS,27.636559,0.59492034,1889.9098,1124.3457,1.386129,,
1950,MWI,1.1632638,1.1762754,,,2.8166001,,
1951,MWI,1.2121209,1.1950977,,,2.8660381,,
1952,MWI,1.2621412,1.2148255,,,2.9178021,,
1953,MWI,1.3144881,1.2354935,,,2.9719861,,
1954,MWI,1.3691615,1.257139,,,3.0286911,,
1955,MWI,1.3924267,1.2798557,,,3.088155,,
1956,MWI,1.5087532,1.3042728,,,3.151911,,
1957,MWI,1.5715694,1.3309104,,,3.2212379,,
1958,MWI,1.6297326,1.3591645,,,3.294697,,
1959,MWI,1.6878958,1.3881067,,,3.370054,,
1960,MWI,1.7332631,1.4190229,,,3.450444,,
1961,MWI,1.8193446,1.4471005,,,3.5320561,,
1962,MWI,1.8193446,1.4810224,,,3.628608,,
1963,MWI,1.7879364,1.515146,,,3.7263939,,
1964,MWI,1.7448957,1.5457325,,,3.8161969,,
1965,MWI,1.9810383,1.5793062,,,3.9140949,,
1966,MWI,2.1846094,1.617,,,4.0229998,,
1967,MWI,2.4079561,1.63173,,,4.1515751,,
1968,MWI,2.381201,1.6618716,,,4.2727079,,
1969,MWI,2.5335886,1.7044578,,,4.3929791,,
1970,MWI,2.5708129,1.7346892,,,4.5080619,,
1971,MWI,2.9407308,1.8027135,,,4.6303282,,
1972,MWI,3.2408531,1.850186,,,4.7606659,,
1973,MWI,3.5130568,1.9119233,,,4.9005489,,
1974,MWI,3.765485,1.982416,,,5.0728731,,
1975,MWI,3.9725459,2.0522137,,,5.3173089,,
1976,MWI,4.166811,2.098923,,,5.5307708,,
1977,MWI,4.3808517,2.1491611,,,5.7022281,,
1978,MWI,4.775198,2.2463508,,,5.8803282,,
1979,MWI,4.9950547,2.3204367,,,6.0656538,,
1980,MWI,5.027626,2.5996284,,,6.258512,,
1981,MWI,4.7740345,2.6684906,,,6.4592628,,
1982,MWI,4.8217287,2.7586215,,,6.6682162,,
1983,MWI,5.027626,2.8990741,,,6.8837562,,
1984,MWI,5.2544627,2.9791288,,,7.1044598,,
1985,MWI,5.6662579,3.0877233,,,7.3305082,,
1986,MWI,5.6883602,3.2265105,,,7.6084838,,
1987,MWI,5.8267884,3.311203,,,8.0491753,,
1988,MWI,5.9768496,3.5171397,,,8.5797815,,
1989,MWI,6.2746449,3.7109301,,,9.0820179,,
1990,MWI,6.5584812,3.8735244,,,9.5362501,,
1991,MWI,7.1310368,3.9826975,,,9.891901,,
1992,MWI,6.6081181,4.0319271,,,10.2463,,
1993,MWI,7.2485766,4.0135469,,,10.4007,,
1994,MWI,6.5010309,4.0300798,,,10.182398,,
1995,MWI,7.4001236,4.0574908,,,10.095707,,
1996,MWI,8.1385822,4.1186466,,,10.345901,,
1997,MWI,8.6746702,4.2308302,,,10.654694,,
1998,MWI,8.7667084,4.2861357,,,10.975626,,
1999,MWI,9.0771379,4.3321352,,,11.30982,,
2000,MWI,9.1474857,4.3696399,,,11.657897,7.474278,
2001,MWI,8.7746344,4.4099216,,,12.019523,6.1908031,
2002,MWI,8.9290676,4.4717407,,,12.394832,11.267991,
2003,MWI,9.4385605,4.4724822,,,12.786222,12.501751,
2004,MWI,9.9501305,4.6346025,,,13.196075,16.20174,
2005,MWI,10.2754,4.7822537,1890.9103,9042.8125,13.624512,17.532598,
2006,MWI,10.758344,4.8204083,1892.3887,9122.0869,14.071898,21.314053,
2007,MWI,11.791144,5.0124841,1894.0323,9493.8076,14.538903,25.461504,
2008,MWI,12.691988,5.2814736,1895.5278,10011.18,15.026008,33.327446,
2009,MWI,13.748977,5.2536922,1895.4489,9958.1045,15.525098,36.238277,
2010,MWI,14.694081,5.2469831,1896.6563,9951.7236,16.027916,34.662567,
2011,MWI,15.407332,5.2387204,1896.7733,9936.666,16.533888,40.087818,
2012,MWI,15.697914,5.2441134,1896.8311,9947.1973,17.042019,33.200302,
2013,MWI,16.514206,5.2692156,1897.0668,9996.0537,17.551216,40.34523,
2014,MWI,17.455515,5.2836914,1897.9984,10028.438,18.060225,36.057796,
2015,MWI,17.970453,5.3014865,1899.0278,10067.671,18.571167,35.683804,
2016,MWI,18.378384,5.3218989,1899.4531,10108.697,19.08593,34.727936,
2017,MWI,19.113518,5.3565168,1900.3075,10179.029,19.603085,38.387417,
2018,MWI,19.719418,5.3894629,1901.2629,10246.786,20.121523,37.433495,
2019,MWI,20.606791,5.5608268,1902.1423,10577.484,20.640316,30.400288,
2020,MWI,20.730431,5.6491451,1843.3367,10413.276,21.158648,,
2021,MWI,21.414536,5.9214702,1881.9191,11143.728,21.676939,,
1950,MYS,21.998644,2.3323646,,,6.4337988,,
1951,MYS,20.783806,2.3630197,,,6.5818391,,
1952,MYS,21.774973,2.3992162,,,6.7483778,,
1953,MYS,21.878036,2.4391854,,,6.9289422,,
1954,MYS,23.259531,2.4807005,,,7.1175642,,
1955,MYS,23.413031,2.5228062,,,7.3117199,,
1956,MYS,24.82303,2.5682628,,,7.5196629,,
1957,MYS,24.684881,2.6161964,,,7.7392349,,
1958,MYS,24.68269,2.6649778,,,7.96593,,
1959,MYS,26.371181,2.7131956,,,8.1957111,,
1960,MYS,28.285538,2.7607896,,,8.4284925,,
1961,MYS,30.248135,2.8365035,,,8.6634007,,
1962,MYS,31.967327,2.9147935,,,8.9063854,,
1963,MYS,33.486969,2.9927142,,,9.1484509,,
1964,MYS,35.600876,3.0728378,,,9.3974638,,
1965,MYS,38.166508,3.1532753,,,9.6476536,,
1966,MYS,40.080864,3.2342815,,,9.8998032,,
1967,MYS,40.758453,3.3161716,,,10.154878,,
1968,MYS,44.332794,3.3977888,,,10.409339,,
1969,MYS,46.887459,3.4788451,,,10.662303,,
1970,MYS,49.742546,3.5581825,2393.6355,8516.9922,10.910216,,
1971,MYS,53.415565,3.6755769,2394.6545,8801.7373,11.171333,,
1972,MYS,57.441635,3.7875826,2395.5642,9073.3975,11.441462,,
1973,MYS,65.745949,3.8988047,2396.3879,9343.0488,11.711866,,
1974,MYS,70.657921,4.0169659,2397.126,9629.1729,11.98626,,
1975,MYS,71.243416,4.1420436,2397.7571,9931.6143,12.267303,,
1976,MYS,80.117867,4.2694235,2398.7524,10241.29,12.553963,,
1977,MYS,86.645973,4.4027424,2399.6208,10564.913,12.845381,,
1978,MYS,94.226646,4.5508118,2400.3706,10923.635,13.13853,,
1979,MYS,101.89942,4.6991019,2401.019,11282.634,13.443844,,
1980,MYS,110.37258,4.8363152,2401.5737,11614.769,13.764352,,
1981,MYS,118.19666,5.0965176,2402.4634,12244.196,14.09609,,
1982,MYS,125.21597,5.2658844,2402.7432,12652.568,14.44117,,
1983,MYS,132.86023,5.463716,2404.572,13137.898,14.792539,,
1984,MYS,143.17101,5.5609288,2404.3511,13370.426,15.157163,,
1985,MYS,141.69521,5.6166172,2407.3777,13521.318,15.545309,,
1986,MYS,143.48677,5.6985426,2408.4395,13724.595,15.941987,,
1987,MYS,151.08279,5.913878,2402.8103,14209.928,16.333263,,
1988,MYS,164.42407,6.070425,2403.3503,14589.358,16.731413,,
1989,MYS,179.8047,6.2777581,2408.3596,15119.1,17.120825,,
1990,MYS,196.96812,6.5612774,2410.8083,15817.981,17.50729,,
1991,MYS,215.77266,6.7273846,2415.2422,16248.263,17.971113,,
1992,MYS,234.94623,6.9011221,2418.9771,16693.656,18.440226,,
1993,MYS,258.1965,7.2168112,2419.8557,17463.643,18.925814,,
1994,MYS,281.97897,7.3390656,2419.7136,17758.438,19.430323,,
1995,MYS,309.69751,7.469511,2419.73,18074.199,19.939054,,
1996,MYS,340.67346,8.1912651,2420.8777,19830.051,20.459162,,
1997,MYS,365.63461,8.3779421,2422.0781,20292.031,21.011084,,
1998,MYS,338.72757,8.4053354,2420.7141,20346.914,21.582193,,
1999,MYS,359.49493,8.6397867,2419.2559,20901.855,22.131861,,
2000,MYS,390.66675,9.0711861,2418.343,21937.238,22.694618,110.7466,
2001,MYS,392.6904,9.1908464,2418.623,22229.193,23.29071,114.03215,
2002,MYS,413.86035,9.4118395,2446.9451,23030.254,23.87425,121.08184,
2003,MYS,437.81873,9.7744598,2437.5396,23825.633,24.436907,142.10138,
2004,MYS,467.51596,9.9024897,2433.9609,24102.273,24.99325,154.26685,
2005,MYS,490.77957,9.9638443,2485.3174,24763.316,25.543295,163.095,
2006,MYS,518.18469,10.240581,2465.3894,25247.021,26.086025,202.20087,
2007,MYS,550.82513,10.515472,2440.6125,25664.193,26.620384,232.95891,
2008,MYS,577.44104,10.657835,2411.2417,25698.617,27.160805,266.91223,
2009,MYS,568.69855,10.928607,2412.283,26362.895,27.714796,249.09537,
2010,MYS,611.51019,11.960524,2391.4475,28602.965,28.26791,290.17661,
2011,MYS,643.87744,12.408221,2392.4631,29686.213,28.750366,349.58545,
2012,MYS,679.12329,12.893806,2369.8047,30555.801,29.162802,379.36548,
2013,MYS,711.00134,13.535626,2331.6985,31560.998,29.568224,390.82794,
2014,MYS,753.71118,13.796815,2341.4541,32304.609,29.97674,425.9501,
2015,MYS,791.44946,13.992,2328.6877,32583,30.387022,380.11032,
2016,MYS,826.66901,14.18,2335.4019,33116,30.781603,361.85446,
2017,MYS,874.72327,14.456,2343.9402,33884,31.164104,380.01523,
2018,MYS,916.44757,14.81,2317.4207,34321,31.538784,426.4686,
2019,MYS,955.88226,15.126,2316.0784,35033,31.90336,436.61203,
2020,MYS,902.46759,15.096,2118.5083,31981,32.256844,,
2021,MYS,929.83405,15.426986,2304.5493,35552.25,32.602512,,
1950,NAM,2.0435266,0.14516349,,,0.46372899,,
1951,NAM,2.1068759,0.14795399,,,0.47459501,,
1952,NAM,2.1722689,0.15083137,,,0.48583099,,
1953,NAM,2.2560534,0.15379918,,,0.497453,,
1954,NAM,2.3827519,0.15685867,,,0.50946999,,
1955,NAM,2.4604061,0.16001476,,,0.52190298,,
1956,NAM,2.5523648,0.16327044,,,0.53476697,,
1957,NAM,2.650454,0.16662949,,,0.54808003,,
1958,NAM,2.724021,0.17009385,,,0.561854,,
1959,NAM,2.8813725,0.17365809,,,0.57607698,,
1960,NAM,3.1531615,0.17731507,,,0.59073102,,
1961,NAM,3.1879015,0.18270525,,,0.60583103,,
1962,NAM,3.6374774,0.18832043,,,0.62139201,,
1963,NAM,4.001225,0.19417301,,,0.63742799,,
1964,NAM,4.6510668,0.20027629,,,0.65394998,,
1965,NAM,4.963726,0.20664443,,,0.67098099,,
1966,NAM,5.1537743,0.21329255,,,0.68853903,,
1967,NAM,4.9453344,0.22023682,,,0.70664001,,
1968,NAM,4.9862051,0.22749448,,,0.72530401,,
1969,NAM,5.1599045,0.23508398,,,0.744618,,
1970,NAM,5.1823835,0.24302506,,,0.76468301,,
1971,NAM,5.3601704,0.24496573,,,0.792629,,
1972,NAM,5.6789603,0.24700485,,,0.82178199,,
1973,NAM,5.9078355,0.24914332,,,0.85125798,,
1974,NAM,6.1632762,0.25138217,,,0.88200498,,
1975,NAM,6.2266254,0.25372258,,,0.91532499,,
1976,NAM,6.5719814,0.2561658,,,0.95048797,,
1977,NAM,6.9868174,0.2587133,,,0.97702599,,
1978,NAM,7.4486547,0.26136664,,,0.997913,,
1979,NAM,7.7654009,0.26412746,,,1.0277801,,
1980,NAM,8.1332359,0.26699764,,,1.0580209,,
1981,NAM,8.3866329,0.27404386,,,1.0744931,,
1982,NAM,8.4969835,0.28045583,,,1.099174,,
1983,NAM,8.278326,0.28833652,,,1.134308,,
1984,NAM,8.1741066,0.30138853,,,1.169498,,
1985,NAM,8.2088461,0.3163521,,,1.204172,,
1986,NAM,8.462244,0.33369136,,,1.240345,,
1987,NAM,8.7095108,0.34633309,,,1.278282,,
1988,NAM,8.9118195,0.35907686,,,1.332831,,
1989,NAM,9.6679239,0.37276188,,,1.408635,,
1990,NAM,9.4247446,0.3857173,,,1.470569,,
1991,NAM,9.9283085,0.39787146,,,1.5116178,,
1992,NAM,10.848663,0.40573007,,,1.5511029,,
1993,NAM,10.672915,0.41237101,,,1.5922,,
1994,NAM,10.993636,0.42160168,,,1.6335945,,
1995,NAM,11.446024,0.41310138,,,1.6749256,,
1996,NAM,11.811839,0.40327522,,,1.7163414,,
1997,NAM,12.309826,0.39266646,,,1.7575574,,
1998,NAM,12.714942,0.39876279,,,1.7985235,,
1999,NAM,13.142927,0.40167382,,,1.8408657,,
2000,NAM,13.602535,0.4050988,,,1.8933119,209.92296,
2001,NAM,13.928044,0.40043873,,,1.9454627,185.40504,
2002,NAM,14.858438,0.39584342,,,1.9807649,176.70792,
2003,NAM,15.375066,0.39254519,,,2.0079825,259.25113,
2004,NAM,16.394739,0.39114276,,,2.0343926,352.80942,
2005,NAM,17.160374,0.39910921,1955.9781,780.64886,2.0599649,380.74908,
2006,NAM,17.837866,0.41103417,1951.4097,802.09601,2.0857842,410.65448,
2007,NAM,18.488234,0.42110866,1946.5795,819.7215,2.112886,466.23529,
2008,NAM,18.978172,0.43124908,1941.0482,837.07532,2.1411531,412.39468,
2009,NAM,19.034348,0.46676508,1931.9053,901.74585,2.1704898,383.76633,
2010,NAM,20.183832,0.51078546,1924.77,983.14447,2.2008085,517.32819,
2011,NAM,21.211391,0.56593663,1935.0475,1095.1143,2.2320318,562.71509,
2012,NAM,22.285112,0.62945002,1943.2589,1223.1843,2.2677705,550.65063,
2013,NAM,23.536421,0.68564999,1918.8522,1315.661,2.3115866,488.76593,
2014,NAM,24.970495,0.70821398,2319.738,1642.871,2.3595474,459.9603,
2015,NAM,26.035236,0.69232202,2341.2466,1620.8965,2.4077804,488.73566,
2016,NAM,26.044088,0.67685699,2359.2769,1596.8931,2.4562411,423.88663,
2017,NAM,25.776615,0.69969493,2300.3367,1609.5339,2.5048916,468.04056,
2018,NAM,26.05887,0.72570401,2240.0657,1625.6246,2.5536609,464.48407,
2019,NAM,25.629158,0.74528003,2238.6624,1668.4304,2.6024394,427.25623,
2020,NAM,23.772839,0.74617434,2158.3081,1610.4742,2.651123,,
2021,NAM,24.390932,0.77316588,2193.6047,1696.0203,2.700079,,
2000,NCL,,,,,,,
2001,NCL,,,,,,,
2002,NCL,,,,,,,
2003,NCL,,,,,,,
2004,NCL,,,,,,,
2005,NCL,,,,,,,
2006,NCL,,,,,,,
2007,NCL,,,,,,,
2008,NCL,,,,,,,
2009,NCL,,,,,,,
2010,NCL,,,,,,,
2011,NCL,,,,,,,
2012,NCL,,,,,,,
2013,NCL,,,,,,,
2014,NCL,,,,,,,
2015,NCL,,,,,,,
2016,NCL,,,,,,,
2017,NCL,,,,,,,
2018,NCL,,,,,,,
2019,NCL,,,,,,,
1950,NER,4.4795976,1.5166508,,,3.2710731,,
1951,NER,4.6453428,1.535823,,,3.3241639,,
1952,NER,4.8155675,1.55584,,,3.379468,,
1953,NER,4.9902716,1.5767283,,,3.4370661,,
1954,NER,5.1739349,1.5985165,,,3.497045,,
1955,NER,5.3665576,1.621233,,,3.559494,,
1956,NER,5.5636601,1.6449087,,,3.624507,,
1957,NER,5.7697215,1.669576,,,3.692184,,
1958,NER,5.9847422,1.6952693,,,3.76263,,
1959,NER,6.2087221,1.722024,,,3.835954,,
1960,NER,6.6074061,1.7500523,,,3.912663,,
1961,NER,6.880662,1.7816081,,,3.992502,,
1962,NER,7.6063566,1.8146303,,,4.0760078,,
1963,NER,8.3589287,1.8489941,,,4.1629262,,
1964,NER,8.3813267,1.8841865,,,4.2521219,,
1965,NER,9.0129499,1.9202304,,,4.3436642,,
1966,NER,8.90096,1.9571484,,,4.4376202,,
1967,NER,8.9412766,1.9949647,,,4.5340619,,
1968,NER,9.0129499,2.0337036,,,4.6330628,,
1969,NER,8.744174,2.0735979,,,4.7351732,,
1970,NER,9.0129499,2.1146855,,,4.8405008,,
1971,NER,9.5236244,2.1563687,,,4.948667,,
1972,NER,9.0308685,2.1992989,,,5.0602622,,
1973,NER,7.4943666,2.2435169,,,5.1754079,,
1974,NER,8.1483879,2.2892957,,,5.2947631,,
1975,NER,7.924408,2.3369272,,,5.4190378,,
1976,NER,7.9781632,2.3862493,,,5.547894,,
1977,NER,8.5963478,2.4375703,,,5.682086,,
1978,NER,9.7520838,2.4883022,,,5.8156071,,
1979,NER,10.450901,2.5401497,,,5.9524469,,
1980,NER,10.957095,2.5934691,,,6.0934691,,
1981,NER,11.087004,2.6484904,,,6.2389979,,
1982,NER,10.952616,2.7051604,,,6.389183,,
1983,NER,10.751034,2.7635083,,,6.5441298,,
1984,NER,8.9323177,2.8236053,,,6.7040458,,
1985,NER,9.0891037,2.8855519,,,6.8692088,,
1986,NER,9.5057058,2.9494116,,,7.039813,,
1987,NER,9.1652565,3.015209,,,7.2159591,,
1988,NER,9.6804104,3.0835428,,,7.3991289,,
1989,NER,9.6938486,3.1619713,,,7.607564,,
1990,NER,9.519145,3.2506039,,,7.8417301,,
1991,NER,9.4772606,3.3317001,,,8.0719118,,
1992,NER,9.6669006,3.4452,,,8.312789,,
1993,NER,9.6981249,3.5678999,,,8.5701981,,
1994,NER,9.8783159,3.6993001,,,8.8404455,,
1995,NER,10.120729,3.8381,,,9.1330681,,
1996,NER,10.13085,3.9704001,,,9.442831,,
1997,NER,10.285548,4.1111999,,,9.7520285,,
1998,NER,11.311532,4.2561998,,,10.078643,,
1999,NER,11.28642,4.4106002,,,10.42385,,
2000,NER,11.149967,4.5735998,,,10.785065,9.248229,
2001,NER,11.960459,4.7233,,,11.170249,9.8859024,
2002,NER,12.548913,4.8656998,,,11.58019,11.05829,
2003,NER,12.822981,5.0167999,,,12.014685,12.784179,
2004,NER,12.8694,5.1757998,,,12.472319,14.307901,
2005,NER,13.813371,5.3379998,2045.1713,10917.124,12.953979,18.206831,
2006,NER,14.632918,5.5558,2046.8633,11371.963,13.459042,19.478313,
2007,NER,15.092978,5.783,2048.0564,11843.91,13.986377,20.972233,
2008,NER,16.260117,6.0149999,2048.7705,12323.355,14.531933,24.930847,
2009,NER,16.579304,6.2553,2048.8872,12816.403,15.092156,24.666527,
2010,NER,18.001974,6.5096998,2049.2219,13339.82,15.66871,23.886559,
2011,NER,18.4261,6.7665,2048.9321,13864.1,16.26326,24.930519,
2012,NER,20.36858,6.7122998,2039.983,13692.978,16.903088,22.767925,
2013,NER,21.450354,6.8330002,2042.823,13958.609,17.568888,24.634165,
2014,NER,22.875517,6.9120998,2044.7899,14133.792,18.241884,25.063284,
2015,NER,23.880438,7.1879001,2044.0494,14692.423,18.957024,25.888342,
2016,NER,25.251413,7.4654002,2043.3213,15254.21,19.708073,22.5723,
