year,iso,r_gdp,emp,hours,t_hours,pop,h_exp,DHI
2021,EGY,1544.2839,26.797581,2319.7239,62162.992,109.4034,,
2000,ERI,,,,,,13.752577,
2001,ERI,,,,,,14.513529,
2002,ERI,,,,,,15.215261,
2003,ERI,,,,,,18.999119,
2004,ERI,,,,,,22.121637,
2005,ERI,,,,,,20.643166,
2006,ERI,,,,,,22.028572,
2007,ERI,,,,,,17.967518,
2008,ERI,,,,,,19.325899,
2009,ERI,,,,,,22.395992,
2010,ERI,,,,,,24.714329,
2011,ERI,,,,,,33.536488,
2012,ERI,,,,,,26.230078,
2013,ERI,,,,,,29.878012,
2014,ERI,,,,,,31.906145,
2015,ERI,,,,,,26.820213,
2016,ERI,,,,,,22.653072,
2017,ERI,,,,,,20.795563,
2018,ERI,,,,,,23.979763,
2019,ERI,,,,,,25.267935,
1950,ESP,143.31734,11.641788,2209.2571,25719.705,28.062963,,71.360001
1951,ESP,157.5583,11.68046,2205.0786,25756.332,28.29801,,71.360001
1952,ESP,170.41579,11.726935,2201.0161,25811.172,28.54987,,71.360001
1953,ESP,169.86052,11.801212,2197.0557,25927.922,28.804129,,71.360001
1954,ESP,182.75998,11.888553,2214.114,26322.613,29.060413,,71.360001
1955,ESP,190.04379,12.041444,2196.0244,26443.307,29.318745,,71.360001
1956,ESP,205.50262,12.22531,2179.8887,26649.816,29.579142,,71.360001
1957,ESP,212.07718,12.406828,2164.8123,26858.453,29.841614,,71.360001
1958,ESP,221.24142,12.640862,2150.1799,27180.129,30.106188,,71.360001
1959,ESP,216.16002,12.490396,2139.6284,26724.807,30.372877,,71.360001
1960,ESP,219.58495,12.351431,2130.374,26313.168,30.641188,,71.360001
1961,ESP,247.74028,12.558877,2112.1174,26525.822,30.903894,,71.360001
1962,ESP,276.20123,12.637867,2094.9131,26475.232,31.15806,,71.360001
1963,ESP,304.41022,12.722105,2077.9846,26436.338,31.429834,,71.360001
1964,ESP,334.34567,12.789219,2032.2559,25990.965,31.740862,,71.360001
1965,ESP,356.47705,12.886576,2024.5305,26089.266,32.084511,,71.360001
1966,ESP,383.08554,13.00948,2025.9194,26356.158,32.451977,,71.360001
1967,ESP,408.81448,13.096479,2034.7692,26648.313,32.850273,,71.360001
1968,ESP,433.35825,13.189831,1997.0129,26340.264,33.2393,,71.360001
1969,ESP,472.37863,13.313149,1988.7646,26476.721,33.566086,,71.360001
1970,ESP,499.43741,13.448344,1996.7205,26852.584,33.87648,,71.360001
1971,ESP,528.01501,13.547772,1996.8364,27052.686,34.195057,,71.360001
1972,ESP,571.64319,13.691817,1992.6925,27283.58,34.513161,,71.360001
1973,ESP,622.68347,14.02756,1980.8545,27786.555,34.836716,,71.360001
1974,ESP,668.96198,14.100123,1987.0275,28017.334,35.184288,,71.360001
1975,ESP,692.5072,13.851024,1996.8555,27658.492,35.563534,,71.360001
1976,ESP,722.18829,13.703731,2006.9664,27502.928,35.99678,,71.360001
1977,ESP,750.93622,13.59326,2000.7765,27197.074,36.438999,,71.360001
1978,ESP,775.96759,13.229358,1973.5525,26108.832,36.861034,,71.360001
1979,ESP,787.01697,12.945601,1929.8564,24983.152,37.200012,,71.360001
1980,ESP,804.87421,12.65318,1918.1224,24270.348,37.488361,,71.360001
1981,ESP,809.02936,12.349769,1884.0204,23267.217,37.750801,,71.360001
1982,ESP,823.51996,12.243849,1862.9254,22809.377,37.983311,,71.360001
1983,ESP,844.33783,12.20119,1830.7574,22337.42,38.184166,,71.360001
1984,ESP,856.62836,11.928363,1786.6924,21312.314,38.362862,,71.360001
1985,ESP,874.026,11.806003,1776.7004,20975.729,38.534855,,71.360001
1986,ESP,902.88824,12.079571,1768.6674,21364.742,38.707558,,71.360001
1987,ESP,954.28314,12.658362,1760.6494,22286.938,38.880703,,71.360001
1988,ESP,1006.455,13.101799,1756.5784,23014.338,39.053883,,71.360001
1989,ESP,1059.595,13.576357,1744.5604,23684.773,39.214523,,71.360001
1990,ESP,1106.7227,14.092423,1746.5284,24612.818,39.350769,,71.360001
1991,ESP,1134.8711,14.261399,1755.5294,25036.307,39.461418,,71.360001
1992,ESP,1145.4282,14.063014,1747.5654,24576.037,39.552425,,71.360001
1993,ESP,1133.6152,13.664074,1739.5524,23769.373,39.637695,,71.360001
1994,ESP,1160.629,13.599537,1738.5074,23642.895,39.707886,,71.360001
1995,ESP,1218.2888,13.8584,1738.7964,24096.936,39.764709,,71.360001
1996,ESP,1250.7017,14.0588,1740.3392,24467.082,39.930248,,71.360001
1997,ESP,1297.0099,14.5845,1742.6367,25415.486,40.096161,,71.360001
1998,ESP,1353.988,15.2233,1751.1058,26657.609,40.260448,,71.360001
1999,ESP,1414.7887,15.9162,1756.2737,27953.203,40.416229,,71.360001
2000,ESP,1489.0084,16.706499,1752.8208,29283.5,40.601162,1005.284,71.360001
2001,ESP,1547.5704,17.244801,1762.0698,30386.541,40.813065,1045.0507,71.360001
2002,ESP,1589.8348,17.672501,1763.6475,31168.059,41.471294,1174.5793,71.360001
2003,ESP,1637.2421,18.238701,1754.6332,32002.229,42.244896,1641.0587,71.360001
2004,ESP,1688.3698,18.9069,1739.9012,32896.137,42.9086,1924.4453,71.360001
2005,ESP,1750.0297,19.704399,1723.7191,33964.852,43.712967,2060.3308,71.360001
2006,ESP,1821.8286,20.5123,1713.7406,35152.762,44.411682,2242.1782,71.360001
2007,ESP,1887.4998,21.173,1701.3077,36021.789,45.288181,2606.179,71.360001
2008,ESP,1904.2446,21.1961,1710.1262,36248.008,46.036201,2995.0498,71.360001
2009,ESP,1832.5835,19.852501,1715.8046,34063.012,46.421024,2937.5344,71.360001
2010,ESP,1835.5708,19.505899,1705.7755,33272.688,46.61618,2789.5339,71.360001
2011,ESP,1820.6224,19.010799,1710.6917,32521.617,46.790161,2909.1177,71.360001
2012,ESP,1766.7422,18.2481,1696.7266,30962.037,46.820335,2591.0161,71.360001
2013,ESP,1741.3824,17.802799,1689.8245,30083.605,46.646976,2629.6055,71.360001
2014,ESP,1765.4816,17.9877,1690.564,30409.357,46.508698,2679.6294,71.360001
2015,ESP,1833.1908,18.490801,1694.2372,31327.801,46.463676,2349.0544,71.360001
2016,ESP,1888.7604,18.885401,1701.4501,32132.564,46.503441,2376.7212,71.360001
2017,ESP,1944.9253,19.382099,1692.3942,32802.152,46.586536,2526.7205,71.360001
2018,ESP,1992.188,19.824301,1698.8613,33678.734,46.782703,2740.2693,71.360001
2019,ESP,2031.0381,20.266199,1687.6542,34202.336,47.158554,2711.1929,71.360001
2020,ESP,1810.895,19.422199,1577.2343,30633.359,47.406181,,71.360001
2021,ESP,1922.6111,19.461044,1648.21,32075.889,47.393784,,71.360001
1950,EST,,0.52220398,,,1.09561,,81.919998
1951,EST,,0.5346235,,,1.111966,,81.919998
1952,EST,,0.54820859,,,1.130445,,81.919998
1953,EST,,0.5577758,,,1.140395,,81.919998
1954,EST,,0.56645542,,,1.148378,,81.919998
1955,EST,,0.5742116,,,1.154371,,81.919998
1956,EST,,0.58323997,,,1.162801,,81.919998
1957,EST,,0.59386581,,,1.174251,,81.919998
1958,EST,,0.60440069,,,1.185336,,81.919998
1959,EST,,0.61554033,,,1.197418,,81.919998
1960,EST,,0.62737483,,,1.210647,,81.919998
1961,EST,,0.63876927,,,1.224467,,81.919998
1962,EST,,0.65052128,,,1.238786,,81.919998
1963,EST,,0.66316462,,,1.254604,,81.919998
1964,EST,,0.67699045,,,1.272439,,81.919998
1965,EST,,0.68961906,,,1.2878079,,81.919998
1966,EST,,0.70073706,,,1.300177,,81.919998
1967,EST,,0.71140569,,,1.31156,,81.919998
1968,EST,,0.72296864,,,1.324437,,81.919998
1969,EST,,0.73768413,,,1.342891,,81.919998
1970,EST,17.508408,0.75354326,,,1.363183,,81.919998
1971,EST,17.635189,0.76393658,,,1.381459,,81.919998
1972,EST,17.198477,0.77304089,,,1.397391,,81.919998
1973,EST,18.776896,0.78077555,,,1.410836,,81.919998
1974,EST,19.220938,0.78741419,,,1.422291,,81.919998
1975,EST,18.335716,0.7932269,,,1.432246,,81.919998
1976,EST,19.714163,0.79904538,,,1.442204,,81.919998
1977,EST,20.045549,0.8054257,,,1.453168,,81.919998
1978,EST,20.810753,0.8114785,,,1.463533,,81.919998
1979,EST,20.338322,0.81661826,,,1.472244,,81.919998
1980,EST,19.398558,0.82245028,,,1.482196,,81.919998
1981,EST,19.640869,0.82766885,,,1.493318,,81.919998
1982,EST,20.892475,0.83393115,,,1.504043,,81.919998
1983,EST,21.818272,0.8370623,,,1.514671,,81.919998
1984,EST,22.557873,0.84228092,,,1.5261281,,81.919998
1985,EST,22.492142,0.84645575,,,1.538224,,81.919998
1986,EST,24.350861,0.85584927,,,1.550072,,81.919998
1987,EST,25.118612,0.85376179,,,1.562224,,81.919998
1988,EST,26.07626,0.85376179,,,1.569187,,81.919998
1989,EST,27.903723,0.84749949,,,1.570926,,81.919998
1990,EST,26.103788,0.8308,,,1.569322,,81.919998
1991,EST,23.49341,0.80720001,,,1.5595469,,81.919998
1992,EST,20.18084,0.75910002,,,1.528715,,81.919998
1993,EST,18.465467,0.69880003,,,1.491426,,81.919998
1994,EST,18.1623,0.67540002,,,1.467535,,81.919998
1995,EST,19.348269,0.6336,1983.2291,1256.574,1.446509,,81.919998
1996,EST,20.303112,0.61870003,1982.2822,1226.438,1.4236342,,81.919998
1997,EST,22.952124,0.61900002,1980.5514,1225.9613,1.4044553,,81.919998
1998,EST,23.945946,0.6074,1980.1615,1202.7501,1.3915694,,81.919998
1999,EST,23.849442,0.58029997,1977.345,1147.4532,1.3776847,,81.919998
2000,EST,26.259792,0.58530003,1977.8729,1157.649,1.3997604,209.71313,81.919998
2001,EST,27.829941,0.58859998,1970.4961,1159.834,1.3911699,214.70415,81.919998
2002,EST,29.722956,0.58850002,1972.6899,1160.928,1.3819799,250.48021,81.919998
2003,EST,31.971977,0.60110003,1978.3347,1189.177,1.3736891,349.05804,81.919998
2004,EST,34.13575,0.59869999,1986.4607,1189.2939,1.3647989,455.06812,81.919998
2005,EST,37.375259,0.61229998,2008.3733,1229.7271,1.357407,524.68011,81.919998
2006,EST,41.007671,0.64219999,2000.9904,1285.036,1.349216,600.50787,81.919998
2007,EST,44.113575,0.64340001,1998.4846,1285.825,1.3414246,832.73309,81.919998
2008,EST,41.868515,0.64209998,1967.7698,1263.505,1.3369296,1038.5623,81.919998
2009,EST,35.825333,0.57660002,1832.1401,1056.412,1.3342324,963.01965,81.919998
2010,EST,36.789139,0.54809999,1874.7017,1027.524,1.3318352,926.45416,81.919998
2011,EST,39.521317,0.58399999,1918.863,1120.616,1.3282391,1015.9683,81.919998
2012,EST,40.750671,0.59350002,1885.6866,1119.155,1.3237441,1013.3142,81.919998
2013,EST,41.299065,0.60089999,1865.8429,1121.1851,1.3187495,1144.6469,81.919998
2014,EST,42.533009,0.60549998,1859.4319,1125.886,1.3143543,1238.927,81.919998
2015,EST,43.317558,0.62290001,1851.6166,1153.3719,1.3118571,1112.9141,81.919998
2016,EST,44.698448,0.62470001,1855.1993,1158.943,1.3144542,1186.1028,81.919998
2017,EST,47.156532,0.6415,1856.6827,1191.062,1.3141546,1350.3806,81.919998
2018,EST,49.210457,0.64950001,1810.3788,1175.8409,1.3176507,1552.6324,81.919998
2019,EST,51.669167,0.6577,1797.2145,1182.028,1.3233445,1598.8188,81.919998
2020,EST,50.154049,0.63980001,1737.5305,1111.672,1.3275398,,81.919998
2021,EST,52.420845,0.63519073,1793.1315,1138.9805,1.3186189,,81.919998
1950,ETH,10.039284,7.8438697,,,20.605217,,
1951,ETH,10.320384,7.956912,,,20.943861,,
1952,ETH,10.611524,8.0742922,,,21.295298,,
1953,ETH,11.22392,8.1961536,,,21.659986,,
1954,ETH,11.22392,8.3226461,,,22.038401,,
1955,ETH,11.826277,8.4539251,,,22.431036,,
1956,ETH,12.217809,8.5901575,,,22.838423,,
1957,ETH,12.127455,8.731513,,,23.261105,,
1958,ETH,12.529027,8.8781719,,,23.699652,,
1959,ETH,12.870362,9.0297461,,,24.153126,,
1960,ETH,13.532955,9.1864023,,,24.622059,,
1961,ETH,14.195548,9.3408909,,,25.104992,,
1962,ETH,14.777826,9.557271,,,25.604349,,
1963,ETH,16.735487,9.7682629,,,26.120728,,
1964,ETH,17.558708,10.008581,,,26.65362,,
1965,ETH,18.592754,10.260072,,,27.203636,,
1966,ETH,19.315582,10.515074,,,27.771343,,
1967,ETH,20.128765,10.772765,,,28.343769,,
1968,ETH,20.4701,11.055729,,,28.943211,,
1969,ETH,21.233086,11.331183,,,29.574495,,
1970,ETH,22.437799,11.616154,,,30.204361,,
1971,ETH,23.381493,11.969785,,,30.852812,,
1972,ETH,24.576168,12.333436,,,31.542828,,
1973,ETH,25.389349,12.701702,,,32.264256,,
1974,ETH,25.700567,13.074044,,,33.022362,,
1975,ETH,25.740725,13.432677,,,33.802589,,
1976,ETH,26.443474,13.803738,,,34.659313,,
1977,ETH,27.166304,14.198821,,,35.458046,,
1978,ETH,26.865124,14.55749,,,36.053802,,
1979,ETH,28.591881,15.072832,,,36.499554,,
1980,ETH,29.846792,15.6232,,,36.866379,,
1981,ETH,30.459188,16.1724,,,38.541538,,
1982,ETH,30.941074,16.811279,,,40.289703,,
1983,ETH,32.517242,17.502962,,,41.502419,,
1984,ETH,31.844608,18.230719,,,42.507412,,
1985,ETH,29.716282,18.684904,,,43.134174,,
1986,ETH,31.643824,19.225561,,,43.916859,,
1987,ETH,34.615452,19.804026,,,45.099106,,
1988,ETH,35.288082,20.379517,,,46.482376,,
1989,ETH,35.860321,20.92454,,,47.870384,,
1990,ETH,35.298122,21.413467,,,49.214119,,
1991,ETH,33.639111,21.802507,,,51.120277,,
1992,ETH,31.923517,22.374115,,,52.875462,,
1993,ETH,36.189457,22.395716,,,54.165909,,
1994,ETH,37.451019,23.166592,,,55.636215,,
1995,ETH,39.743397,23.981056,,,57.288944,,
1996,ETH,45.121872,24.900751,,,58.915207,,
1997,ETH,46.403332,25.618448,,,60.449432,,
1998,ETH,44.461353,26.175739,,,61.980652,,
1999,ETH,47.25975,26.939749,,,63.575382,,
2000,ETH,51.909164,27.841814,,,65.213043,5.3844953,
2001,ETH,55.750443,28.521778,,,66.889107,5.6169248,
2002,ETH,56.642448,29.154495,,,68.649399,5.259285,
2003,ETH,55.452957,29.85157,,,70.490578,5.8413386,
2004,ETH,61.940956,30.694286,,,72.388733,5.8806505,
2005,ETH,69.745514,31.816481,1423.1498,45279.617,74.326538,6.6536031,
2006,ETH,77.766251,32.840057,1441.2527,47330.82,76.326324,8.6617937,
2007,ETH,86.942665,34.228897,1459.2021,49946.875,78.410721,11.982315,
2008,ETH,96.680244,35.557663,1476.7078,52508.277,80.563713,13.451802,
2009,ETH,106.34827,36.929802,1492.5051,55117.918,82.787155,15.638039,
2010,ETH,117.62119,38.385403,1509.3005,57935.109,85.095871,16.705851,
2011,ETH,131.03,40.220646,1526.6724,61403.75,87.530128,15.111171,
2012,ETH,142.42961,42.191452,1543.9568,65141.777,90.06604,20.664795,
2013,ETH,156.53015,44.151287,1561.1663,68927.5,92.632256,19.883652,
2014,ETH,172.65276,45.793133,1558.627,71374.414,95.337067,22.271927,
2015,ETH,190.60863,47.351208,1556.0475,73680.727,98.114471,23.916239,
2016,ETH,205.85733,49.057762,1553.9602,76233.813,100.85815,25.075596,
2017,ETH,226.87535,50.762302,1552.2109,78793.805,103.65399,24.924812,
2018,ETH,244.35156,52.562798,1550.6683,81507.469,106.46563,24.294088,
2019,ETH,266.43362,54.23801,1548.9803,84013.609,109.26663,26.742205,
2020,ETH,282.5715,53.5961,1465.9921,78571.453,112.0999,,
2021,ETH,288.22293,56.656216,1522.2383,86244.258,114.96445,,
1950,FIN,34.993721,2.185849,2024.55,4425.3604,4.0089002,,
1951,FIN,37.969551,2.1873212,2025.1461,4429.645,4.0472999,,
1952,FIN,39.241978,2.1909952,2025.7424,4438.3921,4.0904999,,
1953,FIN,39.516983,2.1972795,2026.339,4452.4331,4.1394,,
1954,FIN,42.977158,2.2023571,2026.9355,4464.0356,4.1869001,,
1955,FIN,45.166958,2.207238,2027.5325,4475.2466,4.2349,,
1956,FIN,46.531738,2.2110379,2028.1294,4484.271,4.2817001,,
1957,FIN,48.719486,2.2120852,2028.7266,4487.7163,4.3239999,,
1958,FIN,48.982182,2.2094319,2029.324,4483.6528,4.3597999,,
1959,FIN,51.892338,2.2059822,2029.9215,4477.9707,4.3947001,,
1960,FIN,56.639301,2.2021971,2030.5192,4471.6035,4.4295998,,
1961,FIN,60.955284,2.2440863,2029.4869,4554.3438,4.4610038,,
1962,FIN,62.855709,2.2348583,2022.2609,4519.4663,4.4914432,,
1963,FIN,64.926476,2.2434642,2019.1639,4529.9224,4.5233092,,
1964,FIN,68.208099,2.2425311,2043.939,4583.5967,4.5485439,,
1965,FIN,71.834511,2.2686601,2043.939,4637.0029,4.5637321,,
1966,FIN,73.560493,2.2730148,2020.1963,4591.936,4.5808692,,
1967,FIN,75.114082,2.2312293,2002.6473,4468.3652,4.6057439,,
1968,FIN,76.842117,2.2020934,1987.163,4375.9185,4.6264691,,
1969,FIN,84.242699,2.2353766,1968.5817,4400.5215,4.623785,,
1970,FIN,90.535042,2.282865,1979.9369,4519.9287,4.606307,,
1971,FIN,92.427261,2.2675445,1944.3569,4408.916,4.612124,,
1972,FIN,99.48101,2.2883725,1928.6589,4413.4897,4.639657,,
1973,FIN,106.15302,2.3313303,1912.9619,4459.7456,4.666081,,
1974,FIN,109.36897,2.3391407,1906.6829,4459.9995,4.6905742,,
1975,FIN,110.62909,2.3285265,1899.1429,4422.2046,4.7114391,,
1976,FIN,110.15911,2.307277,1896.1289,4374.8945,4.7256641,,
1977,FIN,110.43002,2.2653792,1887.8369,4276.6665,4.7389021,,
1978,FIN,112.7409,2.24423,1893.2559,4248.9019,4.7525282,,
1979,FIN,120.58478,2.2933445,1869.1429,4286.5884,4.7646899,,
1980,FIN,127.01668,2.3601,1790.0089,4224.6001,4.7795348,,
1981,FIN,128.68806,2.3987999,1783.7668,4278.8999,4.799964,,
1982,FIN,132.68781,2.4137001,1776.4014,4287.7002,4.8269329,,
1983,FIN,136.82314,2.4063001,1766.1139,4249.7998,4.8557868,,
1984,FIN,141.25304,2.4142001,1761.8673,4253.5,4.8817878,,
1985,FIN,146.26596,2.4258001,1755.8744,4259.3999,4.901783,,
1986,FIN,150.29652,2.4165001,1739.2924,4203,4.9173861,,
1987,FIN,155.66936,2.4407001,1746.2614,4262.1001,4.9317288,,
1988,FIN,163.79086,2.4487,1749.9081,4285,4.9466329,,
1989,FIN,172.12314,2.4767001,1750.0303,4334.2998,4.962441,,
1990,FIN,173.27684,2.4684,1726.422,4261.5,4.9864311,,
1991,FIN,163.07719,2.3317001,1707.338,3981,5.013731,,
1992,FIN,157.70436,2.1761,1706.4473,3713.3999,5.0420313,,
1993,FIN,156.66035,2.0511,1705.8651,3498.8999,5.0664315,,
1994,FIN,162.86888,2.0174999,1726.8401,3483.8999,5.0883317,,
1995,FIN,169.73685,2.0587001,1732.4525,3566.6001,5.107832,,
1996,FIN,175.96141,2.0934999,1730.9768,3623.8,5.1246319,,
1997,FIN,187.10645,2.1645999,1726.7855,3737.8,5.139832,,
1998,FIN,197.31718,2.2077999,1716.5051,3789.7,5.153532,,
1999,FIN,205.95883,2.2533,1716.1497,3867,5.1655321,,
2000,FIN,217.84959,2.2997999,1704.7135,3920.5,5.1762323,1722.8326,
2001,FIN,223.53551,2.3355,1689.9165,3946.8,5.1880322,1806.0502,
2002,FIN,227.35159,2.3643999,1682.4988,3978.1001,5.2006321,2054.2629,
2003,FIN,231.90723,2.3699999,1676.4135,3973.1001,5.2130322,2606.7759,
2004,FIN,241.16518,2.3824999,1677.6915,3997.1001,5.2282324,3035.9788,
2005,FIN,247.8692,2.4189,1667.0387,4032.3999,5.2461329,3228.9521,
2006,FIN,257.8519,2.4644001,1661.7432,4095.2,5.2663326,3407.6655,
2007,FIN,271.51636,2.5188999,1658.0253,4176.3999,5.288733,3911.9658,
2008,FIN,273.64502,2.5750999,1653.7998,4258.7002,5.3134332,4481.2168,
2009,FIN,251.5497,2.5098,1632.5205,4097.2998,5.338933,4347.1216,
2010,FIN,259.56396,2.4947,1637.9124,4086.1001,5.3634334,4249.6021,
2011,FIN,266.17679,2.5344999,1630.3019,4132,5.3883333,4715.9351,
2012,FIN,262.45685,2.5560999,1619.7332,4140.2002,5.4140339,4572.5234,
2013,FIN,260.09027,2.5367,1612.1733,4089.6001,5.439034,4892.0972,
2014,FIN,259.1412,2.5257001,1609.5339,4065.2,5.462534,4922.6758,
2015,FIN,260.55005,2.5237999,1607.14,4056.1001,5.4805341,4127.1499,
2016,FIN,267.87531,2.5352001,1606.3032,4072.3,5.4953341,4107.063,
2017,FIN,276.42697,2.5618,1600.3201,4099.7002,5.508234,4233.4683,
2018,FIN,279.58362,2.6261001,1597.7305,4195.7998,5.5162344,4515.6772,
2019,FIN,283.34055,2.6731,1589.6898,4249.3999,5.5216341,4450.3027,
2020,FIN,275.19562,2.6177001,1575.4288,4124,5.5301342,,
2021,FIN,283.80176,2.6424265,1572.2776,4154.6279,5.5451069,,
2000,FJI,,,,,,77.024727,
2001,FJI,,,,,,64.193787,
2002,FJI,,,,,,73.048164,
2003,FJI,,,,,,91.394112,
2004,FJI,,,,,,117.67281,
2005,FJI,,,,,,129.10287,
2006,FJI,,,,,,135.927,
2007,FJI,,,,,,150.64467,
2008,FJI,,,,,,143.73784,
2009,FJI,,,,,,128.6579,
2010,FJI,,,,,,135.1687,
2011,FJI,,,,,,149.02316,
2012,FJI,,,,,,162.41483,
2013,FJI,,,,,,167.81087,
2014,FJI,,,,,,188.83432,
2015,FJI,,,,,,179.22098,
2016,FJI,,,,,,185.34676,
2017,FJI,,,,,,194.43666,
2018,FJI,,,,,,216.09642,
2019,FJI,,,,,,235.67502,
1950,FRA,435.25012,19.539,2350.9597,45935.398,42.518002,,31.610001
1951,FRA,462.06091,19.673,2360.5159,46438.426,42.862,,31.610001
1952,FRA,474.32535,19.753,2338.8276,46198.859,43.183998,,31.610001
1953,FRA,488.01697,19.679001,2313.3123,45523.672,43.494999,,31.610001
1954,FRA,511.68912,19.719,2316.4275,45677.637,43.821999,,31.610001
1955,FRA,541.06812,19.872999,2292.0476,45549.863,44.217999,,31.610001
1956,FRA,568.4494,20.122999,2236.0613,44996.262,44.657001,,31.610001
1957,FRA,602.67645,20.277,2199.6052,44601.395,45.152,,31.610001
1958,FRA,617.79333,20.228001,2179.3933,44084.77,45.653999,,31.610001
1959,FRA,635.47638,20.118999,2179.2483,43844.297,46.129002,,31.610001
1960,FRA,680.25647,20.153,2188.4771,44104.379,46.584,,31.610001
1961,FRA,718.04858,20.145,2165.1897,43617.742,47.127998,,31.610001
1962,FRA,765.78571,20.129,2177.7688,43836.309,48.089001,,31.610001
1963,FRA,805.56763,20.278999,2159.3423,43789.305,48.799,,31.610001
1964,FRA,859.27216,20.495001,2166.1526,44395.297,49.356998,,31.610001
1965,FRA,901.04187,20.558001,2153.1584,44264.633,49.801998,,31.610001
1966,FRA,946.78925,20.716,2144.572,44426.953,50.254002,,31.610001
1967,FRA,990.54877,20.774,2110.4717,43842.938,50.650002,,31.610001
1968,FRA,1034.3082,20.721001,2086.6023,43236.484,51.034,,31.610001
1969,FRA,1105.99,21.033001,2011.9497,42317.34,51.470001,,31.610001
1970,FRA,1169.3729,21.316,1992.5079,42472.301,51.917999,,31.610001
1971,FRA,1225.9595,21.416,1989.7317,42612.094,52.431999,,31.610001
1972,FRA,1280.4674,21.547001,1936.6277,41728.516,52.894001,,31.610001
1973,FRA,1350.1436,21.846001,1920.427,41953.648,53.333,,31.610001
1974,FRA,1389.7162,22.047001,1888.4678,41635.051,53.689999,,31.610001
1975,FRA,1380.0317,21.875999,1862.6046,40746.34,53.955002,,31.610001
1976,FRA,1440.1565,22.058001,1888.8861,41665.051,54.159,,31.610001
1977,FRA,1490.048,22.254,1850.3282,41177.203,54.377998,,31.610001
1978,FRA,1549.3302,22.386999,1819.0271,40722.563,54.602001,,31.610001
1979,FRA,1604.3312,22.538,1815.5414,40918.672,54.835999,,31.610001
1980,FRA,1629.6595,22.641001,1806.1338,40892.676,55.110001,,31.610001
1981,FRA,1647.0809,22.618,1785.5872,40386.41,55.398998,,31.610001
1982,FRA,1688.3467,22.677,1714.3784,38876.961,55.696999,,31.610001
1983,FRA,1709.2969,22.652,1696.3026,38424.648,55.929001,,31.610001
1984,FRA,1735.1709,22.535999,1689.6501,38077.957,56.245998,,31.610001
1985,FRA,1763.329,22.487,1654.322,37200.738,56.490002,,31.610001
1986,FRA,1804.5427,22.597,1648.3517,37247.805,56.724998,,31.610001
1987,FRA,1850.7734,22.797001,1659.3856,37829.016,56.988998,,31.610001
1988,FRA,1938.5582,23.02,1667.4076,38383.723,57.255001,,31.610001
1989,FRA,2022.7665,23.42,1651.2667,38672.668,57.820999,,31.610001
1990,FRA,2081.9109,23.632,1644.8507,38871.109,58.167999,,31.610001
1991,FRA,2103.7329,23.686001,1637.7817,38792.496,58.45956,,31.610001
1992,FRA,2137.3789,23.537001,1635.1525,38486.586,58.750118,,31.610001
1993,FRA,2123.9419,23.294001,1626.6859,37892.02,59.005733,,31.610001
1994,FRA,2174.0317,23.410999,1623.2335,38001.52,59.225399,,31.610001
1995,FRA,2219.832,23.645,1601.2115,37860.648,59.440075,,31.610001
1996,FRA,2251.198,23.778999,1597.2815,37981.758,59.651756,,31.610001
1997,FRA,2303.7927,23.962999,1595.6454,38236.449,59.864433,,31.610001
1998,FRA,2386.468,24.382,1585.2897,38652.531,60.085098,,31.610001
1999,FRA,2468.1179,24.968,1578.3046,39407.105,60.39563,,31.610001
2000,FRA,2564.9585,25.601999,1558.3387,39896.59,60.811001,2161.853,31.610001
2001,FRA,2615.8403,25.969999,1537.9565,39940.734,61.255329,2192.7158,31.610001
2002,FRA,2645.5439,26.098,1503.8867,39248.438,61.702652,2449.7583,31.610001
2003,FRA,2667.321,26.105,1507.2567,39346.938,62.140991,3006.3059,31.610001
2004,FRA,2742.7996,26.141001,1530.856,40018.105,62.600296,3458.6274,31.610001
2005,FRA,2788.4185,26.320999,1532.0759,40325.77,63.072578,3575.0251,31.610001
2006,FRA,2856.7158,26.607,1515.0112,40309.902,63.512913,3811.5518,31.610001
2007,FRA,2925.9836,26.992001,1536.8156,41481.723,63.906319,4312.3105,31.610001
2008,FRA,2933.4434,27.129,1542.7961,41854.516,64.263779,4807.3745,31.610001
2009,FRA,2849.1563,26.819,1531.4512,41071.988,64.594276,4737.5781,31.610001
2010,FRA,2904.6987,26.846001,1539.8031,41337.555,64.912796,4592.3833,31.610001
2011,FRA,2968.3901,27.048,1546.3312,41825.164,65.231316,4931.8779,31.610001
2012,FRA,2977.6853,27.139999,1540.8806,41819.5,65.551826,4644.5957,31.610001
2013,FRA,2994.8464,27.190001,1526.2419,41498.52,65.891319,4893.4761,31.610001
2014,FRA,3023.4827,27.334,1518.1111,41496.047,66.21183,4982.9912,31.610001
2015,FRA,3057.1313,27.391001,1519.4844,41620.195,66.480423,4201.5557,31.610001
2016,FRA,3090.6211,27.566999,1522.0693,41958.887,66.730049,4257.1499,31.610001
2017,FRA,3161.4402,27.881001,1507.6049,42033.531,66.961693,4402.0796,31.610001
2018,FRA,3220.4033,28.163,1513.6637,42629.313,67.163391,4657.7529,31.610001
2019,FRA,3279.7544,28.48,1510.6359,43022.91,67.354103,4491.7354,31.610001
2020,FRA,3022.1213,28.179001,1401.8308,39502.191,67.542816,,31.610001
2021,FRA,3218.5632,28.305,1456.5021,41226.289,67.767113,,31.610001
2000,FRO,,,,,,,
2001,FRO,,,,,,,
2002,FRO,,,,,,,
2003,FRO,,,,,,,
